name,description,period,start,end,scaling_config_json,params_json,total_return,excess_return,max_drawdown,win_rate,total_trades,n_days,score
vol_scale_lb20_beta1p0,"波动率缩放 lookback=20 天, beta=1.0",2019,20190101,20191231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=20 \u5929, beta=1.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb20_beta1p0"", ""scaling_beta"": 1.0, ""volatility_lookback"": 20}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.208136,0.00077,-0.128935,0.6486,148,244,-0.031464
vol_scale_lb20_beta1p0,"波动率缩放 lookback=20 天, beta=1.0",2020,20200101,20201231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=20 \u5929, beta=1.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb20_beta1p0"", ""scaling_beta"": 1.0, ""volatility_lookback"": 20}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.099657,-0.203824,-0.174815,0.3763,93,243,-0.247528
vol_scale_lb20_beta1p0,"波动率缩放 lookback=20 天, beta=1.0",2021,20210101,20211231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=20 \u5929, beta=1.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb20_beta1p0"", ""scaling_beta"": 1.0, ""volatility_lookback"": 20}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.109823,-0.011875,-0.0858,0.6538,104,243,-0.033325
vol_scale_lb20_beta1p0,"波动率缩放 lookback=20 天, beta=1.0",2022,20220101,20221231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=20 \u5929, beta=1.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb20_beta1p0"", ""scaling_beta"": 1.0, ""volatility_lookback"": 20}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.126375,0.035646,-0.139778,0.358,176,242,0.000701
vol_scale_lb20_beta1p0,"波动率缩放 lookback=20 天, beta=1.0",2023,20230101,20231231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=20 \u5929, beta=1.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb20_beta1p0"", ""scaling_beta"": 1.0, ""volatility_lookback"": 20}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.029603,-0.001983,-0.095467,0.4444,153,242,-0.02585
vol_scale_lb20_beta1p0,"波动率缩放 lookback=20 天, beta=1.0",2024,20240101,20241231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=20 \u5929, beta=1.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb20_beta1p0"", ""scaling_beta"": 1.0, ""volatility_lookback"": 20}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.024017,0.028376,-0.158169,0.4185,227,242,-0.011166
vol_scale_lb20_beta2p0,"波动率缩放 lookback=20 天, beta=2.0",2019,20190101,20191231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=20 \u5929, beta=2.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb20_beta2p0"", ""scaling_beta"": 2.0, ""volatility_lookback"": 20}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.200425,-0.006941,-0.140127,0.6433,171,244,-0.041973
vol_scale_lb20_beta2p0,"波动率缩放 lookback=20 天, beta=2.0",2020,20200101,20201231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=20 \u5929, beta=2.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb20_beta2p0"", ""scaling_beta"": 2.0, ""volatility_lookback"": 20}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.060819,-0.164985,-0.138178,0.378,164,243,-0.199529
vol_scale_lb20_beta2p0,"波动率缩放 lookback=20 天, beta=2.0",2021,20210101,20211231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=20 \u5929, beta=2.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb20_beta2p0"", ""scaling_beta"": 2.0, ""volatility_lookback"": 20}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.065253,-0.056445,-0.078726,0.5656,244,243,-0.076126
vol_scale_lb20_beta2p0,"波动率缩放 lookback=20 天, beta=2.0",2022,20220101,20221231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=20 \u5929, beta=2.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb20_beta2p0"", ""scaling_beta"": 2.0, ""volatility_lookback"": 20}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.046494,0.115527,-0.087947,0.3801,342,242,0.09354
vol_scale_lb20_beta2p0,"波动率缩放 lookback=20 天, beta=2.0",2023,20230101,20231231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=20 \u5929, beta=2.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb20_beta2p0"", ""scaling_beta"": 2.0, ""volatility_lookback"": 20}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.030597,-0.002977,-0.083117,0.3918,365,242,-0.023756
vol_scale_lb20_beta2p0,"波动率缩放 lookback=20 天, beta=2.0",2024,20240101,20241231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=20 \u5929, beta=2.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb20_beta2p0"", ""scaling_beta"": 2.0, ""volatility_lookback"": 20}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.040686,0.045044,-0.102695,0.4414,367,242,0.01937
vol_scale_lb30_beta0p5,"波动率缩放 lookback=30 天, beta=0.5",2019,20190101,20191231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=0.5"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta0p5"", ""scaling_beta"": 0.5, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.275217,0.067851,-0.11465,0.6879,141,244,0.039188
vol_scale_lb30_beta0p5,"波动率缩放 lookback=30 天, beta=0.5",2020,20200101,20201231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=0.5"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta0p5"", ""scaling_beta"": 0.5, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.09787,-0.202037,-0.174451,0.3444,90,243,-0.24565
vol_scale_lb30_beta0p5,"波动率缩放 lookback=30 天, beta=0.5",2021,20210101,20211231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=0.5"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta0p5"", ""scaling_beta"": 0.5, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.108137,-0.013561,-0.080559,0.6111,126,243,-0.033701
vol_scale_lb30_beta0p5,"波动率缩放 lookback=30 天, beta=0.5",2022,20220101,20221231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=0.5"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta0p5"", ""scaling_beta"": 0.5, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.12478,0.037241,-0.136476,0.3111,180,242,0.003122
vol_scale_lb30_beta0p5,"波动率缩放 lookback=30 天, beta=0.5",2023,20230101,20231231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=0.5"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta0p5"", ""scaling_beta"": 0.5, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.048611,-0.020991,-0.113342,0.3841,151,242,-0.049326
vol_scale_lb30_beta0p5,"波动率缩放 lookback=30 天, beta=0.5",2024,20240101,20241231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=0.5"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta0p5"", ""scaling_beta"": 0.5, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.045721,0.050079,-0.160746,0.434,235,242,0.009892
vol_scale_lb30_beta1p0,"波动率缩放 lookback=30 天, beta=1.0",2019,20190101,20191231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=1.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta1p0"", ""scaling_beta"": 1.0, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.22372,0.016354,-0.120522,0.6815,135,244,-0.013777
vol_scale_lb30_beta1p0,"波动率缩放 lookback=30 天, beta=1.0",2020,20200101,20201231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=1.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta1p0"", ""scaling_beta"": 1.0, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.120682,-0.224849,-0.200669,0.3333,99,243,-0.275016
vol_scale_lb30_beta1p0,"波动率缩放 lookback=30 天, beta=1.0",2021,20210101,20211231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=1.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta1p0"", ""scaling_beta"": 1.0, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.11542,-0.006278,-0.085154,0.6339,112,243,-0.027566
vol_scale_lb30_beta1p0,"波动率缩放 lookback=30 天, beta=1.0",2022,20220101,20221231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=1.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta1p0"", ""scaling_beta"": 1.0, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.133899,0.028122,-0.146676,0.3616,177,242,-0.008547
vol_scale_lb30_beta1p0,"波动率缩放 lookback=30 天, beta=1.0",2023,20230101,20231231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=1.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta1p0"", ""scaling_beta"": 1.0, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.039398,-0.011779,-0.105112,0.4238,151,242,-0.038057
vol_scale_lb30_beta1p0,"波动率缩放 lookback=30 天, beta=1.0",2024,20240101,20241231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=1.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta1p0"", ""scaling_beta"": 1.0, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.022907,0.027265,-0.158692,0.4405,227,242,-0.012408
vol_scale_lb30_beta2p0,"波动率缩放 lookback=30 天, beta=2.0",2019,20190101,20191231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=2.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta2p0"", ""scaling_beta"": 2.0, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.18612,-0.021246,-0.134334,0.5268,205,244,-0.05483
vol_scale_lb30_beta2p0,"波动率缩放 lookback=30 天, beta=2.0",2020,20200101,20201231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=2.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta2p0"", ""scaling_beta"": 2.0, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.089496,-0.193663,-0.173222,0.3413,126,243,-0.236968
vol_scale_lb30_beta2p0,"波动率缩放 lookback=30 天, beta=2.0",2021,20210101,20211231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=2.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta2p0"", ""scaling_beta"": 2.0, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.086432,-0.035267,-0.076449,0.6154,182,243,-0.054379
vol_scale_lb30_beta2p0,"波动率缩放 lookback=30 天, beta=2.0",2022,20220101,20221231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=2.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta2p0"", ""scaling_beta"": 2.0, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.063578,0.098443,-0.101259,0.3986,296,242,0.073128
vol_scale_lb30_beta2p0,"波动率缩放 lookback=30 天, beta=2.0",2023,20230101,20231231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=2.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta2p0"", ""scaling_beta"": 2.0, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",-0.037982,-0.010363,-0.090462,0.3779,344,242,-0.032979
vol_scale_lb30_beta2p0,"波动率缩放 lookback=30 天, beta=2.0",2024,20240101,20241231,"{""description"": ""\u6ce2\u52a8\u7387\u7f29\u653e lookback=30 \u5929, beta=2.0"", ""mode"": ""volatility"", ""name"": ""vol_scale_lb30_beta2p0"", ""scaling_beta"": 2.0, ""volatility_lookback"": 30}","{""cost_model_enabled"": 1.0, ""holding_cost_pct"": 0.0, ""market_impact_cap_pct"": 0.02, ""market_impact_coeff"": 0.001, ""max_hold_days"": 180.0, ""min_gap_pct"": 0.0, ""sell_gap_pct"": 0.0, ""slippage_pct"": 0.0015, ""stop_gap_ratio_floor"": 0.3, ""stop_signal_threshold"": 999.0, ""switch_hurdle_pct"": 0.03}",0.030056,0.034415,-0.104471,0.4493,345,242,0.008297
